Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description,Notes,Parent_SMILES,Metabolite_SMILES,meta_substrate_name,meta_substrate_cid,meta_substrate_inchikey,meta_substrate_inchi,meta_enzyme,meta_reaction_type,meta_biotransformation_type,meta_biosystem,meta_prod_name,meta_prod_cid,meta_prod_inchikey,meta_prod_inchi,meta_reference
92750,11-Hydroxyprogesterone,42621273,11-Hydroxyprogesterone 11-glucuronide,O-glucuronidation / Human Phase II,Human,UGT,BIOTID02062,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0010364,UGT,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(C[C@]12C)O,CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3C(C[C@]12C)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,11-Hydroxyprogesterone,92750,BFZHCUBIASXHPK-AYHYENMDSA-N,"InChI=1S/C21H30O3/c1-12(22)16-6-7-17-15-5-4-13-10-14(23)8-9-20(13,2)19(15)18(24)11-21(16,17)3/h10,15-19,24H,4-9,11H2,1-3H3/t15-,16+,17-,18?,19+,20-,21+/m0/s1",UGT,O-glucuronidation,Human Phase II,Human,,42621273,WVTMNZAPPOMZST-UCMXSJKRSA-N,"InChI=1S/C27H38O9/c1-12(28)16-6-7-17-15-5-4-13-10-14(29)8-9-26(13,2)19(15)18(11-27(16,17)3)35-25-22(32)20(30)21(31)23(36-25)24(33)34/h10,15-23,25,30-32H,4-9,11H2,1-3H3,(H,33,34)/t15?,16-,17?,18?,19?,20+,21+,22-,23+,25-,26+,27-/m1/s1",http://www.hmdb.ca/metabolites/HMDB0010364
444899,arachidonic acid,14123410,11-HETE,"Aliphatic hydroxylation of acyclic 1,2-disubstituted alkene / Human Phase I",Human,CYP1A1; CYP1A2; CYP2C8,BIOTID00279,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015",CYP1A1; CYP1A2; CYP2C8,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C=C\C(C/C=C\C/C=C\CCCC(=O)O)O,arachidonic acid,444899,YZXBAPSDXZZRGB-DOFZRALJSA-N,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",CYP1A1; CYP1A2; CYP2C8,"Aliphatic hydroxylation of acyclic 1,2-disubstituted alkene",Human Phase I,Human,11-HETE,,GCZRCCHPLVMMJE-RLZWZWKOSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-7-10-13-16-19(21)17-14-11-8-6-9-12-15-18-20(22)23/h6-7,9-11,13-14,16,19,21H,2-5,8,12,15,17-18H2,1H3,(H,22,23)/b9-6-,10-7-,14-11-,16-13+","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
5282594,(r)-trimipramine,160610,"11-[3-(Dimethylamino)-2-methylpropyl]-5,6-dihydrobenzo[b][1]benzazepin-3-ol",Aliphatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID00084,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:19902987,CYP2D6,C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc12,CC(CN(C)C)CN1c2ccccc2CCc2cc(ccc12)O,(r)-trimipramine,5282594,ZSCDBOWYZJWBIY-MRXNPFEDSA-N,"InChI=1S/C20H26N2/c1-16(14-21(2)3)15-22-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)22/h4-11,16H,12-15H2,1-3H3/t16-/m1/s1",CYP2D6,Aliphatic Hydroxylation,Human Phase I,Human,,160610,FQJSSUOYVSEYPF-UHFFFAOYSA-N,"InChI=1S/C20H26N2O/c1-15(13-21(2)3)14-22-19-7-5-4-6-16(19)8-9-17-12-18(23)10-11-20(17)22/h4-7,10-12,15,23H,8-9,13-14H2,1-3H3",PMID:19902987
444899,arachidonic acid,5283204,"11,12-EET","Epoxidation of 1,2-disubstituted alkene / Human Phase I",Human,CYP1A1; CYP1A2; CYP2B6; CYP2D6,BIOTID00274,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015",CYP1A1; CYP1A2; CYP2B6 (minor); CYP2D6,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\CC1C(C/C=C\C/C=C\CCCC(=O)O)O1,arachidonic acid,444899,YZXBAPSDXZZRGB-DOFZRALJSA-N,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",CYP1A1; CYP1A2; CYP2B6 (minor); CYP2D6,EPOXIDATION_OF_12_DISUBSTITUTED_ALKLENE,Human Phase I,Human,"11,12-EET",,DXOYQVHGIODESM-KROJNAHFSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-9-12-15-18-19(23-18)16-13-10-7-6-8-11-14-17-20(21)22/h6,8-10,12-13,18-19H,2-5,7,11,14-17H2,1H3,(H,21,22)/b8-6-,12-9-,13-10-","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
4744,perazine,151090,10-Piperazinylpropylphenothiazine,N-demethylation / Human Phase I,Human,CYP1A2;CYP2B6;CYP2C19;CYP2D6,BIOTID00788,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15056479,CYP1A2;CYP2B6;CYP2C19;CYP2D6,CN1CCN(CCCN2c3ccccc3Sc3ccccc23)CC1,c1ccc2c(c1)N(CCCN1CCNCC1)c1ccccc1S2,perazine,4744,WEYVCQFUGFRXOM-UHFFFAOYSA-N,"InChI=1S/C20H25N3S/c1-21-13-15-22(16-14-21)11-6-12-23-17-7-2-4-9-19(17)24-20-10-5-3-8-18(20)23/h2-5,7-10H,6,11-16H2,1H3",CYP1A2;CYP2B6;CYP2C19;CYP2D6,N-demethylation,Human Phase I,Human,,151090,YWSUKAVVJWNXMP-UHFFFAOYSA-N,"InChI=1S/C19H23N3S/c1-3-8-18-16(6-1)22(17-7-2-4-9-19(17)23-18)13-5-12-21-14-10-20-11-15-21/h1-4,6-9,20H,5,10-15H2",PMID:15056479
5720,zaltoprofen,69583459,10-hydroxy-zaltoprofen,Reduction of ketones to alcohol / Human Phase I,Human,CYP2C9,BIOTID01493,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682",CYP2C9,CC(c1ccc2c(c1)CC(=O)c1ccccc1S2)C(=O)O,CC(c1ccc2c(c1)CC(c1ccccc1S2)O)C(=O)O,Zaltoprofen,5720,MUXFZBHBYYYLTH-UHFFFAOYNA-N,"InChI=1S/C17H14O3S/c1-10(17(19)20)11-6-7-15-12(8-11)9-14(18)13-4-2-3-5-16(13)21-15/h2-8,10H,9H2,1H3,(H,19,20)",CYP2C9,REDUCTION_OF_KETONES_TO_ALCOHOL,Human Phase I,Human,10-OH-zaltoprofen,69583459,LKGZEJBRWPSWLF-UHFFFAOYSA-N,"InChI=1S/C17H16O3S/c1-10(17(19)20)11-6-7-15-12(8-11)9-14(18)13-4-2-3-5-16(13)21-15/h2-8,10,14,18H,9H2,1H3,(H,19,20)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
2801,clomipramine,154699866,10-hydroxy-clomipramine,Hydroxylation of heteroalicyclic secondary carbon / Human Phase I,Human,CYP2D6,BIOTID00430,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424",CYP2D6,CN(C)CCCN1c2ccccc2CCc2ccc(cc12)Cl,CN(C)CCCN1c2ccccc2C(Cc2ccc(cc12)Cl)O,clomipramine,2801,GDLIGKIOYRNHDA-UHFFFAOYSA-N,"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3",CYP2D6,Hydroxylation of heteroalicyclic secondary carbon,Human Phase I,Human,10-OH-clomipramine,,OVNBDHJPQNLBSY-UHFFFAOYSA-N,"InChI=1S/C19H23ClN2O/c1-21(2)10-5-11-22-17-7-4-3-6-16(17)19(23)12-14-8-9-15(20)13-18(14)22/h3-4,6-9,13,19,23H,5,10-12H2,1-2H3","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
444899,arachidonic acid,53481450,10-HETE,Bisallylic hydroxylation / Human Phase I,Human,CYP1A2; CYP2C8; CYP3A4,BIOTID00266,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015",CYP1A2; CYP2C8; CYP3A4,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C(/C=C\C/C=C\CCCC(=O)O)O,arachidonic acid,444899,YZXBAPSDXZZRGB-DOFZRALJSA-N,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",CYP1A2; CYP2C8; CYP3A4,Bisallylic hydroxylation,Human Phase I,Human,10-HETE,,ZUOCVLADVGGUGH-OVMCANAPSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-6-7-10-13-16-19(21)17-14-11-8-9-12-15-18-20(22)23/h6-9,13-14,16-17,19,21H,2-5,10-12,15,18H2,1H3,(H,22,23)/b7-6-,9-8-,16-13-,17-14-","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423|Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
10435492,P-Hydroxynefazodone,154700072,"1-{3-[4-(3-chloro-1-hydroxy-4-oxocyclohexa-2,5-dien-1-yl)piperazin-1-yl]propyl}-3-ethyl-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-5-one",Oxidation of 4-substituted phenol / Human Phase I,Human,CYP3A4,BIOTID01317,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Bolleddula, J. et al. (2014); Biotransformation and bioactivation reactions of alicyclic amines in drug molecules, Drug Metabolism Reviews, 46:3, 379-419, DOI:10.3109/03602532.2014.924962.",CYP3A4,CCc1nn(CCCN2CCN(CC2)c2ccc(c(c2)Cl)O)c(=O)n1CCOc1ccccc1,CCc1nn(CCCN2CCN(CC2)[C@@]2(C=CC(=O)C(=C2)Cl)O)c(=O)n1CCOc1ccccc1,"1Ã¢â‚¬Â{3Ã¢â‚¬Â[4Ã¢â‚¬Â(3Ã¢â‚¬ÂchloroÃ¢â‚¬Â4Ã¢â‚¬Âhydroxyphenyl)piperazinÃ¢â‚¬Â1Ã¢â‚¬Âyl]propyl}Ã¢â‚¬Â3Ã¢â‚¬ÂethylÃ¢â‚¬Â4Ã¢â‚¬Â(2Ã¢â‚¬Âphenoxyethyl)Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬Â1,2,4Ã¢â‚¬ÂtriazolÃ¢â‚¬Â5Ã¢â‚¬Âone",10435492,XGIODORTBODPTQ-UHFFFAOYSA-N,"InChI=1S/C25H32ClN5O3/c1-2-24-27-31(25(33)30(24)17-18-34-21-7-4-3-5-8-21)12-6-11-28-13-15-29(16-14-28)20-9-10-23(32)22(26)19-20/h3-5,7-10,19,32H,2,6,11-18H2,1H3",CYP3A4,Oxidation of 4-substituted phenol,Human Phase I,Human,"1Ã¢â‚¬Â{3Ã¢â‚¬Â[4Ã¢â‚¬Â(3Ã¢â‚¬ÂchloroÃ¢â‚¬Â1Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â4Ã¢â‚¬ÂoxocyclohexaÃ¢â‚¬Â2,5Ã¢â‚¬ÂdienÃ¢â‚¬Â1Ã¢â‚¬Âyl)piperazinÃ¢â‚¬Â1Ã¢â‚¬Âyl]propyl}Ã¢â‚¬Â3Ã¢â‚¬ÂethylÃ¢â‚¬Â4Ã¢â‚¬Â(2Ã¢â‚¬Âphenoxyethyl)Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬Â1,2,4Ã¢â‚¬ÂtriazolÃ¢â‚¬Â5Ã¢â‚¬Âone",,XAUKQBXYNIMIMU-VWLOTQADSA-N,"InChI=1S/C25H32ClN5O4/c1-2-23-27-31(24(33)30(23)17-18-35-20-7-4-3-5-8-20)12-6-11-28-13-15-29(16-14-28)25(34)10-9-22(32)21(26)19-25/h3-5,7-10,19,34H,2,6,11-18H2,1H3/t25-/m0/s1","Bolleddula, J. et al. (2014); Biotransformation and bioactivation reactions of alicyclic amines in drug molecules, Drug Metabolism Reviews, 46:3, 379-419, DOI:10.3109/03602532.2014.924962."
941361,flunarizine,152932,1-[bis(4-fluorophenyl)methyl]piperazine,N-dealkylation of alicyclic tertiary amine / Human Phase I,Human,CYP1A2; CYP2C9,BIOTID00565,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|",CYP1A2; CYP2C9,c1ccc(cc1)/C=C/CN1CCN(CC1)C(c1ccc(cc1)F)c1ccc(cc1)F,c1cc(ccc1C(c1ccc(cc1)F)N1CCNCC1)F,flunarizine,941361,SMANXXCATUTDDT-QPJJXVBHSA-N,"InChI=1S/C26H26F2N2/c27-24-12-8-22(9-13-24)26(23-10-14-25(28)15-11-23)30-19-17-29(18-20-30)16-4-7-21-5-2-1-3-6-21/h1-15,26H,16-20H2/b7-4+",CYP1A2; CYP2C9,N-dealkylation of alicyclic tertiary amine,Human Phase I,Human,1Ã¢â‚¬Â[bis(4Ã¢â‚¬Âfluorophenyl)methyl]piperazine,,TTXIFFYPVGWLSE-UHFFFAOYSA-N,"InChI=1S/C17H18F2N2/c18-15-5-1-13(2-6-15)17(21-11-9-20-10-12-21)14-3-7-16(19)8-4-14/h1-8,17,20H,9-12H2","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|"
10435492,P-Hydroxynefazodone,154699746,"1-[3-(4-{3-chloro-4-hydroxy-7-oxabicyclo[4.1.0]hepta-2,4-dien-1-yl}piperazin-1-yl)propyl]-3-ethyl-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-5-one",Epoxidation / Human Phase I,Human,CYP3A4,BIOTID01318,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Bolleddula, J. et al. (2014); Biotransformation and bioactivation reactions of alicyclic amines in drug molecules, Drug Metabolism Reviews, 46:3, 379-419, DOI:10.3109/03602532.2014.924962.",CYP3A4,CCc1nn(CCCN2CCN(CC2)c2ccc(c(c2)Cl)O)c(=O)n1CCOc1ccccc1,CCc1nn(CCCN2CCN(CC2)[C@]23C=C(C(=C[C@H]2O3)O)Cl)c(=O)n1CCOc1ccccc1,"1Ã¢â‚¬Â{3Ã¢â‚¬Â[4Ã¢â‚¬Â(3Ã¢â‚¬ÂchloroÃ¢â‚¬Â4Ã¢â‚¬Âhydroxyphenyl)piperazinÃ¢â‚¬Â1Ã¢â‚¬Âyl]propyl}Ã¢â‚¬Â3Ã¢â‚¬ÂethylÃ¢â‚¬Â4Ã¢â‚¬Â(2Ã¢â‚¬Âphenoxyethyl)Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬Â1,2,4Ã¢â‚¬ÂtriazolÃ¢â‚¬Â5Ã¢â‚¬Âone",10435492,XGIODORTBODPTQ-UHFFFAOYSA-N,"InChI=1S/C25H32ClN5O3/c1-2-24-27-31(25(33)30(24)17-18-34-21-7-4-3-5-8-21)12-6-11-28-13-15-29(16-14-28)20-9-10-23(32)22(26)19-20/h3-5,7-10,19,32H,2,6,11-18H2,1H3",CYP3A4,EPOXIDATION,Human Phase I,Human,"1Ã¢â‚¬Â[3Ã¢â‚¬Â(4Ã¢â‚¬Â{3Ã¢â‚¬ÂchloroÃ¢â‚¬Â4Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â7Ã¢â‚¬Âoxabicyclo[4.1.0]heptaÃ¢â‚¬Â2,4Ã¢â‚¬ÂdienÃ¢â‚¬Â1Ã¢â‚¬Âyl}piperazinÃ¢â‚¬Â1Ã¢â‚¬Âyl)propyl]Ã¢â‚¬Â3Ã¢â‚¬ÂethylÃ¢â‚¬Â4Ã¢â‚¬Â(2Ã¢â‚¬Âphenoxyethyl)Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬Â1,2,4Ã¢â‚¬ÂtriazolÃ¢â‚¬Â5Ã¢â‚¬Âone",,KOPPHSPBFWSOBD-RDGATRHJSA-N,"InChI=1S/C25H32ClN5O4/c1-2-23-27-31(24(33)30(23)15-16-34-19-7-4-3-5-8-19)10-6-9-28-11-13-29(14-12-28)25-18-20(26)21(32)17-22(25)35-25/h3-5,7-8,17-18,22,32H,2,6,9-16H2,1H3/t22-,25+/m1/s1","Bolleddula, J. et al. (2014); Biotransformation and bioactivation reactions of alicyclic amines in drug molecules, Drug Metabolism Reviews, 46:3, 379-419, DOI:10.3109/03602532.2014.924962."
135413536,aprepitant,121616,"1-[3,5-bis(trifluoromethyl)phenyl]ethanone",O-dealkylation of dialkylether / Human Phase I,Human,CYP3A4; CYP3A5; CYP1A2; CYP2C19,BIOTID00263,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103-141; PMID:23333322",CYP3A4; CYP3A5; CYP1A2; CYP2C19,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]1[C@H](c2ccc(cc2)F)N(CCO1)Cc1nc(n[nH]1)O,CC(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,aprepitant,6918365,ATALOFNDEOCMKK-OITMNORJSA-N,"InChI=1S/C23H21F7N4O3/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)37-20-19(13-2-4-17(24)5-3-13)34(6-7-36-20)11-18-31-21(35)33-32-18/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H2,31,32,33,35)/t12-,19+,20-/m1/s1",CYP3A4; CYP3A5; CYP1A2; CYP2C19,O-dealkylation of dialkylether,Human Phase I,Human,"1‐[3,5‐bis(trifluoromethyl)phenyl]ethanone",,MCYCSIKSZLARBD-UHFFFAOYSA-N,"InChI=1S/C10H6F6O/c1-5(17)6-2-7(9(11,12)13)4-8(3-6)10(14,15)16/h2-4H,1H3","Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103Ã¢â‚¬â€œ141; PMID:23333322"
154225,N-hydroxy-aminophenylnorharman,71366829,1-{[4-(9H-beta-Carbolin-9-yl)anilino]oxy}ethan-1-one,O-acetylation of N-hydroxylarylamine / Human Phase II,Human,NAT1; NAT2,BIOTID01646,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Oda, Y. et al. (2006); Activation of aminophenylnorharman, aminomethylphenylnorharman and aminophenylharman to genotoxic metabolites by human N-acetyltransferases and cytochrome P450 enzymes expressed in Salmonella typhimurium umu tester strains; Mutagenesis, Volume 21, Issue 6, 1 November 2006, Pages 411-416",NAT1; NAT2,c1ccc2c(c1)c1ccncc1n2c1ccc(cc1)NO,CC(=O)ONc1ccc(cc1)n1c2ccccc2c2ccncc12,N-hydroxy-aminophenylnorharman,154225,LECLBYWFRKFHIQ-UHFFFAOYSA-N,"InChI=1S/C17H13N3O/c21-19-12-5-7-13(8-6-12)20-16-4-2-1-3-14(16)15-9-10-18-11-17(15)20/h1-11,19,21H",NAT1; NAT2,O-acetylation of N-hydroxylarylamine,Human Phase II,Human,,71366829,DJMGXUFTFWIYEZ-UHFFFAOYSA-N,"InChI=1S/C19H15N3O2/c1-13(23)24-21-14-6-8-15(9-7-14)22-18-5-3-2-4-16(18)17-10-11-20-12-19(17)22/h2-12,21H,1H3","Oda, Y. et al. (2006); Activation of aminophenylnorharman, aminomethylphenylnorharman and aminophenylharman to genotoxic metabolites by human N-acetyltransferases and cytochrome P450 enzymes expressed in Salmonella typhimurium umu tester strains; Mutagenesis, Volume 21, Issue 6, 1 November 2006, Pages 411Ã¢â‚¬â€œ416"
