Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description,Notes,Parent_SMILES,Metabolite_SMILES,meta_substrate_name,meta_substrate_cid,meta_substrate_inchikey,meta_substrate_inchi,meta_enzyme,meta_reaction_type,meta_biotransformation_type,meta_biosystem,meta_prod_name,meta_prod_cid,meta_prod_inchikey,meta_prod_inchi,meta_reference
5362440,indinavir,22899299,"1-[4-Benzyl-2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-5-oxopentyl]-N-tert-butylpiperazine-2-carboxamide",N-Dealkylation / Human Phase I,Human,CYP3A4,BIOTID00616,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9175724,CYP3A4,CC(C)(C)N=C([C@@H]1CN(CCN1C[C@H](C[C@@H](Cc1ccccc1)C(=N[C@H]1c2ccccc2C[C@H]1O)O)O)Cc1cccnc1)O,CC(C)(C)N=C(C1CNCCN1CC(CC(Cc1ccccc1)C(=NC1c2ccccc2CC1O)O)O)O,indinavir,5362440,CBVCZFGXHXORBI-PXQQMZJSSA-N,"InChI=1S/C36H47N5O4/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45)/t28-,29+,31+,32-,33+/m1/s1",CYP3A4,N-Dealkylation,Human Phase I,Human,,22899299,MKMGKCALCCOODL-UHFFFAOYSA-N,"InChI=1S/C30H42N4O4/c1-30(2,3)33-29(38)25-18-31-13-14-34(25)19-23(35)16-22(15-20-9-5-4-6-10-20)28(37)32-27-24-12-8-7-11-21(24)17-26(27)36/h4-12,22-23,25-27,31,35-36H,13-19H2,1-3H3,(H,32,37)(H,33,38)",PMID:9175724
55191,gepirone,10270833,"1-[4-[4-(5-Hydroxypyrimidin-2-yl)piperazin-1-yl]butyl]-4,4-dimethylpiperidine-2,6-dione",Aromatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00589,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:18840371,CYP3A4,CC1(C)CC(=O)N(CCCCN2CCN(CC2)c2ncccn2)C(=O)C1,CC1(C)CC(=O)N(CCCCN2CCN(CC2)c2ncc(cn2)O)C(=O)C1,gepirone,55191,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,"InChI=1S/C19H29N5O2/c1-19(2)14-16(25)24(17(26)15-19)9-4-3-8-22-10-12-23(13-11-22)18-20-6-5-7-21-18/h5-7H,3-4,8-15H2,1-2H3",CYP3A4,Aromatic Hydroxylation,Human Phase I,Human,,10270833,FPIFDKJZXXMJRK-UHFFFAOYSA-N,"InChI=1S/C19H29N5O3/c1-19(2)11-16(26)24(17(27)12-19)6-4-3-5-22-7-9-23(10-8-22)18-20-13-15(25)14-21-18/h13-14,25H,3-12H2,1-2H3",PMID:18840371
71360,iloperidone,18467218,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]-2-hydroxyethanone",Aliphatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID00609,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9732390,CYP2D6,CC(=O)c1ccc(c(c1)OC)OCCCN1CCC(CC1)c1c2ccc(cc2on1)F,COc1cc(ccc1OCCCN1CCC(CC1)c1c2ccc(cc2on1)F)C(=O)CO,iloperidone,71360,XMXHEBAFVSFQEX-UHFFFAOYSA-N,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3",CYP2D6,Aliphatic Hydroxylation,Human Phase I,Human,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]-2-hydroxyethanone",18467218,BGCPETUXPSZMBH-UHFFFAOYSA-N,"InChI=1S/C24H27FN2O5/c1-30-23-13-17(20(29)15-28)3-6-21(23)31-12-2-9-27-10-7-16(8-11-27)24-19-5-4-18(25)14-22(19)32-26-24/h3-6,13-14,16,28H,2,7-12,15H2,1H3",PMID:9732390
71360,iloperidone,11742411,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- propoxy]-3-hydroxyphenyl]ethanone",O-Demethylation / Human Phase I,Human,CYP3A4,BIOTID00608,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9732390,CYP3A4,CC(=O)c1ccc(c(c1)OC)OCCCN1CCC(CC1)c1c2ccc(cc2on1)F,CC(=O)c1ccc(c(c1)O)OCCCN1CCC(CC1)c1c2ccc(cc2on1)F,iloperidone,71360,XMXHEBAFVSFQEX-UHFFFAOYSA-N,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3",CYP3A4,O-Demethylation,Human Phase I,Human,"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- propoxy]-3-hydroxyphenyl]ethanone",11742411,JRAOALKNNYGKLE-UHFFFAOYSA-N,"InChI=1S/C23H25FN2O4/c1-15(27)17-3-6-21(20(28)13-17)29-12-2-9-26-10-7-16(8-11-26)23-19-5-4-18(24)14-22(19)30-25-23/h3-6,13-14,16,28H,2,7-12H2,1H3",PMID:9732390
60149,sertindole,21460411,1-[2-[4-[5-Chloro-1-(4-fluorophenyl)indol-3-yl]piperidin-1-yl]ethyl]-4-hydroxyimidazolidin-2-one,Aliphatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID00943,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10482125,CYP2D6,c1cc2c(cc1Cl)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCN=C1O,c1cc2c(cc1Cl)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CC(N=C1O)O,sertindole,60149,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,"InChI=1S/C24H26ClFN4O/c25-18-1-6-23-21(15-18)22(16-30(23)20-4-2-19(26)3-5-20)17-7-10-28(11-8-17)13-14-29-12-9-27-24(29)31/h1-6,15-17H,7-14H2,(H,27,31)",CYP2D6,Aliphatic Hydroxylation,Human Phase I,Human,,21460411,ISUNIKFVOFAUHU-UHFFFAOYSA-N,"InChI=1S/C24H26ClFN4O2/c25-17-1-6-22-20(13-17)21(14-30(22)19-4-2-18(26)3-5-19)16-7-9-28(10-8-16)11-12-29-15-23(31)27-24(29)32/h1-6,13-14,16,23,31H,7-12,15H2,(H,27,32)",PMID:10482125
9838199,"Desmethylsibutramine, (S)-",134772,1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,N-demethylation / Human Phase I,Human,CYP2B6,BIOTID01066,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:18474675,CYP2B6,CC(C)C[C@@H](C1(CCC1)c1ccc(cc1)Cl)NC,CC(C)CC(C1(CCC1)c1ccc(cc1)Cl)N,"Desmethylsibutramine, (S)-",9838199,PLXKZKLXYHLWHR-HNNXBMFYSA-N,"InChI=1S/C16H24ClN/c1-12(2)11-15(18-3)16(9-4-10-16)13-5-7-14(17)8-6-13/h5-8,12,15,18H,4,9-11H2,1-3H3/t15-/m0/s1",CYP2B6,N-demethylation,Human Phase I,Human,1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,134772,WQSACWZKKZPCHN-UHFFFAOYSA-N,"InChI=1S/C15H22ClN/c1-11(2)10-14(17)15(8-3-9-15)12-4-6-13(16)7-5-12/h4-7,11,14H,3,8-10,17H2,1-2H3",PMID:18474675
9571004,Azimilide,10388708,"1-[(E)-[5-(4-Chlorophenyl)furan-2-yl]methylideneamino]-3-(4-piperazin-1-ylbutyl)imidazolidine-2,4-dione",N-Demethylation / Human Phase I,Human,CYP3A4;CYP3A5;CYP2D6,BIOTID01511,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16052551,CYP3A4;CYP3A5;CYP2D6,CN1CCN(CCCCN2C(=O)CN(C2=O)/N=C/c2ccc(c3ccc(cc3)Cl)o2)CC1,C(CCN1C(=O)CN(C1=O)/N=C/c1ccc(c2ccc(cc2)Cl)o1)CN1CCNCC1,Azimilide,9571004,MREBEPTUUMTTIA-PCLIKHOPSA-N,"InChI=1S/C23H28ClN5O3/c1-26-12-14-27(15-13-26)10-2-3-11-28-22(30)17-29(23(28)31)25-16-20-8-9-21(32-20)18-4-6-19(24)7-5-18/h4-9,16H,2-3,10-15,17H2,1H3/b25-16+",CYP3A4;CYP3A5;CYP2D6,N-Dementhylation,Human Phase I,Human,,10388708,XNIVKBOABXGBLB-MFKUBSTISA-N,"InChI=1S/C22H26ClN5O3/c23-18-5-3-17(4-6-18)20-8-7-19(31-20)15-25-28-16-21(29)27(22(28)30)12-2-1-11-26-13-9-24-10-14-26/h3-8,15,24H,1-2,9-14,16H2/b25-15+",PMID:16052551
135409453,tegaserod,135410312,1-[(E)-(5-Hydroxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine,O-desmethylation / Human Phase I,Human,CYP1A2;CYP2D6,BIOTID00984,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11560869,CYP1A2;CYP2D6,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(cc12)OC,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(cc12)O,tegaserod,,IKBKZGMPCYNSLU-RGVLZGJSSA-N,"InChI=1S/C16H23N5O/c1-3-4-5-8-18-16(17)21-20-11-12-10-19-15-7-6-13(22-2)9-14(12)15/h6-7,9-11,19H,3-5,8H2,1-2H3,(H3,17,18,21)/b20-11+",CYP1A2;CYP2D6,O-desmethylation,Human Phase I,Human,,,XOIKMYVDZKDZFH-VXLYETTFSA-N,"InChI=1S/C15H21N5O/c1-2-3-4-7-17-15(16)20-19-10-11-9-18-14-6-5-12(21)8-13(11)14/h5-6,8-10,18,21H,2-4,7H2,1H3,(H3,16,17,20)/b19-10+",PMID:11560869
4687,paraxanthine,91611,"1,7-Dimethyluric acid",Aliphatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2A6,BIOTID01271,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8162667;PMID:19754423,CYP1A2;CYP2A6,Cn1cnc2c1c(=O)n(C)c(n2)O,Cn1c2c(nc1O)nc(n(C)c2=O)O,paraxanthine,4687,QUNWUDVFRNGTCO-UHFFFAOYSA-N,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",CYP1A2;CYP2A6,Aliphatic Hydroxylation,Human Phase I,Human,,91611,NOFNCLGCUJJPKU-UHFFFAOYSA-N,"InChI=1S/C7H8N4O3/c1-10-3-4(8-6(10)13)9-7(14)11(2)5(3)12/h1-2H3,(H,8,13)(H,9,14)",PMID:8162667;PMID:19754423
2153,theophylline,70346,"1,3-Dimethyluric acid",Hydroxylation of heteroaromatic carbon; Hydroxylation of aromatic carbon adjacent to N / Human Phase I,Human,CYP1A2; CYP1A1 ,BIOTID01013,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985",CYP1A2; CYP1A1 ,Cn1c2c(c(=O)n(C)c1=O)nc[nH]2,Cn1c2c(c(=O)n(C)c1=O)nc([nH]2)O,theophylline,2153,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",CYP1A2; CYP1A1 ,HYDROXYLATION_OF_HETEROAROMATIC_CARBON; HYDROXYLATION_OF_AROMATIC_CARBON_ADJACENT_TO_N,Human Phase I,Human,"1,3-Dimethyluric acid",70346,OTSBKHHWSQYEHK-UHFFFAOYSA-N,"InChI=1S/C7H8N4O3/c1-10-4-3(8-6(13)9-4)5(12)11(2)7(10)14/h1-2H3,(H2,8,9,13)","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
2519,caffeine,79437,"1,3,7-Trimethyluric acid",Hydroxylation of aromatic carbon adjacent to N / Human Phase I,Human,CYP1A2; CYP2C8; CYP2C9; CYP3A4; CYP2E1,BIOTID00323,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675",CYP1A2 (major); CYP2C8 (minor); CYP2C9 (minor); CYP3A4 (minor); CYP2E1 (minor),Cn1cnc2c1c(=O)n(C)c(=O)n2C,Cn1c2c(nc1O)n(C)c(=O)n(C)c2=O,caffeine,2519,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",CYP1A2 (major); CYP2C8 (minor); CYP2C9 (minor); CYP3A4 (minor); CYP2E1 (minor),HYDROXYLATION_OF_AROMATIC_CARBON_ADJACENT_TO_N,Human Phase I,Human,"1,3,7-Trimethyluric acid",79437,BYXCFUMGEBZDDI-UHFFFAOYSA-N,"InChI=1S/C8H10N4O3/c1-10-4-5(9-7(10)14)11(2)8(15)12(3)6(4)13/h1-3H3,(H,9,14)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
13263,Ametryn,603744,Deisopropylametryne,N-deisopropylation / Human Phase I,Human,CYP1A1; CYP1A2; CYP2C8; CYP2C9; CYP2C19; CYP3A4,BIOTID00249,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015|Lang, D.H.et al. (1997). Identification of enzymes involved in the metabolism of atrazine, terbuthylazine, ametryne, and terbutryne in human liver microsomes. Chem. Res. Toxicol., Vol. 10, No. 9, (1037-1044",CYP1A1; CYP1A2; CYP2C8; CYP2C9; CYP2C19; CYP3A4,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,CCN=c1[nH]c(=N)nc([nH]1)SC,Ametryn,13263,RQVYBGPQFYCBGX-UHFFFAOYSA-N,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",CYP1A1; CYP1A2; CYP2C8; CYP2C9; CYP2C19; CYP3A4,N-deisopropylation,Human Phase I,Human,,,CMKCJDAIKRRBDY-UHFFFAOYSA-N,"InChI=1S/C6H11N5S/c1-3-8-5-9-4(7)10-6(11-5)12-2/h3H2,1-2H3,(H3,7,8,9,10,11)","Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015|Lang, D.H.et al. (1997). Identification of enzymes involved in the metabolism of atrazine, terbuthylazine, ametryne, and terbutryne in human liver microsomes. Chem. Res. Toxicol., Vol. 10, No. 9, (1037-1044"
13263,Ametryn,608030,Desethylametryne,N-dealkylation of secondary arylalkylamine / Human Phase I,Human,CYP1A1; CYP1A2; CYP2C19; CYP3A4,BIOTID00248,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015|Lang, D.H.et al. (1997). Identification of enzymes involved in the metabolism of atrazine, terbuthylazine, ametryne, and terbutryne in human liver microsomes. Chem. Res. Toxicol., Vol. 10, No. 9, (1037-1044",CYP1A1; CYP1A2; CYP2C19; CYP3A4,CCN=c1[nH]c(=NC(C)C)[nH]c(n1)SC,CC(C)N=c1[nH]c(=N)nc([nH]1)SC,Ametryn,13263,RQVYBGPQFYCBGX-UHFFFAOYSA-N,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",CYP1A1; CYP1A2; CYP2C19; CYP3A4,N-dealkylation of secondary arylalkylamine,Human Phase I,Human,,,PWERJYSEXWGFLB-UHFFFAOYSA-N,"InChI=1S/C7H13N5S/c1-4(2)9-6-10-5(8)11-7(12-6)13-3/h4H,1-3H3,(H3,8,9,10,11,12)","Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015|Lang, D.H.et al. (1997). Identification of enzymes involved in the metabolism of atrazine, terbuthylazine, ametryne, and terbutryne in human liver microsomes. Chem. Res. Toxicol., Vol. 10, No. 9, (1037-1044"
638078,"cyclohexene, 4-ethenyl-, (s)-",7832,"1,2-Epoxy-4-vinylcyclohexane",Epoxidation / Human Phase I,Human,CYP2B6;CYP2E1,BIOTID00453,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11159809,CYP2B6;CYP2E1,C=C[C@@H]1CC=CCC1,C=CC1CCC2C(C1)O2,"cyclohexene, 4-ethenyl-, (s)-",638078,BBDKZWKEPDTENS-MRVPVSSYSA-N,"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2/t8-/m1/s1",CYP2B6;CYP2E1,Epoxidation,Human Phase I,Human,,7832,SLJFKNONPLNAPF-UHFFFAOYSA-N,"InChI=1S/C8H12O/c1-2-6-3-4-7-8(5-6)9-7/h2,6-8H,1,3-5H2",PMID:11159809
24121,6-nitrochrysene,21119321,"1,2-DHD-6-NC ",Reduction / Human Phase I,Human,CYP2E1;CYP3A4,BIOTID00194,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8481905,CYP2E1;CYP3A4,c1ccc2c(c1)ccc1c3ccccc3c(cc21)N(=O)=O,c1ccc2c(c1)c1ccc3c(C=CC(C3O)O)c1cc2N(=O)=O,6-nitrochrysene,24121,UAWLTQJFZUYROA-UHFFFAOYSA-N,InChI=1S/C18H11NO2/c20-19(21)18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11H,CYP2E1;CYP3A4,Reduction,Human Phase I,Human,"1,2-DHD-6-NC ",21119321,LZFRXTYVXJWZHG-UHFFFAOYSA-N,"InChI=1S/C18H13NO4/c20-17-8-7-12-14(18(17)21)6-5-11-10-3-1-2-4-13(10)16(19(22)23)9-15(11)12/h1-9,17-18,20-21H",PMID:8481905
269722,1-(4-methoxyphenyl)piperazine,92467,1-(4-hydroxyphenyl)piperazine,O-aryl dealkylation not adjacent to substituted carbon / Human Phase I,Human,CYP2D6,BIOTID00116,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"STAACK, R.F. et al. (2004); In vivo metabolism of the new designer drug 1-(4-methoxyphenyl)piperazine (MeOPP) in rat and identification of the human cytochrome P450 enzymes responsible for the major metabolic step; xenobiotica, 2004, 34, 179-192",CYP2D6,COc1ccc(cc1)N1CCNCC1,c1cc(ccc1N1CCNCC1)O,1-(4-methoxyphenyl)piperazine,269722,MRDGZSKYFPGAKP-UHFFFAOYSA-N,"InChI=1S/C11H16N2O/c1-14-11-4-2-10(3-5-11)13-8-6-12-7-9-13/h2-5,12H,6-9H2,1H3",CYP2D6,O-aryl dealkylation not adjacent to substituted carbon,Human Phase I,Human,1-(4-hydroxyphenyl)piperazine,92467,GPEOAEVZTOQXLG-UHFFFAOYSA-N,"InChI=1S/C10H14N2O/c13-10-3-1-9(2-4-10)12-7-5-11-6-8-12/h1-4,11,13H,5-8H2","STAACK, R.F. et al. (2004); In vivo metabolism of the new designer drug 1-(4-methoxyphenyl)piperazine (MeOPP) in rat and identification of the human cytochrome P450 enzymes responsible for the major metabolic step; xenobiotica, 2004, 34, 179Ã¢â‚¬â€œ192"
40589,etoperidone,1355,1-(3-Chlorophenyl)piperazine,N-Dealkylation / Human Phase I,Human,CYP3A4,BIOTID00546,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12487725,CYP3A4,CCc1nn(CCCN2CCN(CC2)c2cccc(c2)Cl)c(=O)n1CC,c1cc(cc(c1)N1CCNCC1)Cl,etoperidone,,IZBNNCFOBMGTQX-UHFFFAOYSA-N,"InChI=1S/C19H28ClN5O/c1-3-18-21-25(19(26)24(18)4-2)10-6-9-22-11-13-23(14-12-22)17-8-5-7-16(20)15-17/h5,7-8,15H,3-4,6,9-14H2,1-2H3",CYP3A4,N-Dealkylation,Human Phase I,Human,,1355,VHFVKMTVMIZMIK-UHFFFAOYSA-N,"InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2",PMID:12487725
5533,trazodone,1355,1-(3-Chlorophenyl)piperazine,N-dealkylation of alicyclic tertiary amine / Human Phase I,Human,CYP3A4,BIOTID01043,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425",CYP3A4,c1ccn2c(c1)nn(CCCN1CCN(CC1)c1cccc(c1)Cl)c2=O,c1cc(cc(c1)N1CCNCC1)Cl,trazodone,5533,PHLBKPHSAVXXEF-UHFFFAOYSA-N,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",CYP3A4,N-dealkylation of alicyclic tertiary amine,Human Phase I,Human,m-CPP,1355,VHFVKMTVMIZMIK-UHFFFAOYSA-N,"InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425"
4449,nefazodone,1355,1-(3-Chlorophenyl)piperazine,N-Dealkylation / Human Phase I,Human,CYP3A4,BIOTID00746,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10445380,CYP3A4,CCc1nn(CCCN2CCN(CC2)c2cccc(c2)Cl)c(=O)n1CCOc1ccccc1,c1cc(cc(c1)N1CCNCC1)Cl,nefazodone,4449,VRBKIVRKKCLPHA-UHFFFAOYSA-N,"InChI=1S/C25H32ClN5O2/c1-2-24-27-31(25(32)30(24)18-19-33-23-10-4-3-5-11-23)13-7-12-28-14-16-29(17-15-28)22-9-6-8-21(26)20-22/h3-6,8-11,20H,2,7,12-19H2,1H3",CYP3A4,N-Dealkylation,Human Phase I,Human,,1355,VHFVKMTVMIZMIK-UHFFFAOYSA-N,"InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2",PMID:10445380
